handle,dataExtractionTime,rating,maxRating,nRatedContestParticipations,daysSinceRegistered,nSolvedProblems,nLastSolvedProblems,solvedProblemsPonderation,lastSolvedProblemsPonderation,solvedInterestingProblemsPonderation,lastSolvedInterestingProblemsPonderation,constancy,solvedProblemsMean,lastSolvedProblemsMean,performance1stLatestContest,performance2ndLatestContest,performance3rdLatestContest,performance4thLatestContest,ratingChange,futureRating
atul.raj,1711747800.0,1285.0,1406.0,27.0,432.0,119.0,79.0,1900594.8009214117,1323422.883568291,342881.1733190032,254020.65702661703,0.002151657414559676,599.8739495798319,618.7974683544304,958.0,1358.0,1478.0,1793.0,150.0,1435.0
XeNAf_I,1711747800.0,1307.0,1330.0,34.0,777.0,507.0,247.0,5672832.769087366,3725838.3471304327,868570.5144016055,778516.0133428205,0.009309680944792325,471.698224852071,577.2105263157895,1289.0,1478.0,1168.0,1162.0,177.0,1484.0
osir.,1711747800.0,1259.0,1277.0,24.0,386.0,134.0,124.0,2754267.855308442,2682047.762751335,626756.4315994667,626392.2187496109,0.002151657414559676,707.4179104477612,734.5483870967741,1226.0,1249.0,1484.0,1187.0,145.0,1404.0
3867518,1711747800.0,1437.0,1603.0,34.0,516.0,566.0,364.0,8327843.710566707,6329337.6290538935,1856907.9209641968,1520511.0727240297,0.002151657414559676,540.9151943462898,610.5274725274726,939.0,1990.0,1609.0,1315.0,43.0,1480.0
110076790,1711747800.0,1474.0,1635.0,10.0,1906.0,510.0,76.0,2859094.2783340495,872876.2740660092,286447.0299405555,136062.24937109914,0.002151657414559676,263.84313725490193,408.89473684210526,1360.0,1143.0,1932.0,1512.0,228.0,1702.0
oneautumnleaf_,1711747800.0,1299.0,1354.0,15.0,235.0,62.0,62.0,923849.3395484303,923849.3395484303,176094.25069788107,176094.25069788107,0.002151657414559676,565.516129032258,565.516129032258,1134.0,1549.0,1376.0,1710.0,4.0,1303.0
soyeb_p_jim,1711747800.0,1493.0,1610.0,95.0,766.0,550.0,133.0,5551183.154194523,1747697.561190284,1027996.2579949255,405811.3270082607,0.0025917087537488497,409.1818181818182,496.4736842105263,1607.0,1455.0,1473.0,1701.0,139.0,1632.0
yu__xuan,1711747800.0,1587.0,1587.0,23.0,1780.0,298.0,92.0,3576217.561466418,1067926.9463239848,604160.9530015518,235835.319564902,0.0025917087537488497,423.73825503355704,423.8695652173913,2007.0,1636.0,1471.0,1412.0,-3.0,1584.0
rahilshah17,1711747800.0,1482.0,1623.0,74.0,996.0,672.0,528.0,11162415.994045312,10084839.16356832,2741699.6487340173,2652796.4167859503,0.3443947133131669,608.922619047619,680.689393939394,1251.0,1367.0,1953.0,1390.0,160.0,1642.0
gala88,1711747800.0,1452.0,1621.0,28.0,694.0,110.0,24.0,1294906.650292229,331095.92561098206,252160.89060173335,80176.45797528369,0.002151657414559676,466.1818181818182,523.0,1323.0,1264.0,1503.0,1703.0,128.0,1580.0
smjlord068,1711747800.0,1362.0,1826.0,154.0,3321.0,743.0,7.0,15681843.123315828,49494.638290768635,3854163.6705720536,2133.0514640214974,0.002151657414559676,726.6944818304172,352.2857142857143,1197.0,1156.0,1189.0,1531.0,-98.0,1264.0
unbased,1711747800.0,1341.0,1376.0,22.0,416.0,130.0,110.0,1457829.7167832963,1172093.9176258317,213467.48187964427,156387.07542342047,0.002151657414559676,473.61538461538464,458.09090909090907,1434.0,1112.0,1394.0,1655.0,224.0,1565.0
Rick,1711747800.0,1292.0,1444.0,103.0,589.0,792.0,163.0,14568048.665067762,3165873.428260367,2813865.5559183424,626622.0747891826,0.005421836937532231,655.4747474747475,682.2331288343559,1250.0,1399.0,1332.0,1184.0,1.0,1293.0
codex47,1711747800.0,1229.0,1243.0,29.0,416.0,369.0,233.0,5456940.422349204,3562606.135446103,846628.1342626776,579261.7724312702,0.02345892598029808,580.4850948509485,594.175965665236,1343.0,1035.0,1468.0,1396.0,37.0,1266.0
Jorge_Slime,1711747800.0,1312.0,1312.0,29.0,1023.0,334.0,194.0,3100382.5952435476,2119141.617122799,340285.22727792076,276693.0399230442,0.002151657414559676,415.8443113772455,461.1958762886598,1579.0,1280.0,967.0,1616.0,-64.0,1248.0
_SHREYGUPTA,1711747800.0,1686.0,1730.0,41.0,538.0,81.0,30.0,714123.5872164929,337126.45788739645,108156.59467861676,61046.03182244865,0.002151657414559676,380.6666666666667,460.6666666666667,1845.0,1756.0,1427.0,1929.0,-13.0,1673.0
sashko123,1711747800.0,1773.0,2098.0,183.0,1521.0,801.0,106.0,6043025.992664568,1186411.9935385154,742034.3656960506,215125.18486555852,0.002151657414559676,335.2397003745318,446.811320754717,2079.0,1335.0,1924.0,1547.0,151.0,1924.0
checkmatee,1711747800.0,1333.0,1350.0,29.0,334.0,130.0,129.0,1903236.2424727227,1852694.2019223052,279732.70567063347,279732.70567063347,0.0023237409773070945,551.6153846153846,545.2945736434109,1390.0,1257.0,1282.0,1371.0,77.0,1410.0
trassis,1711747800.0,1571.0,1571.0,53.0,710.0,330.0,109.0,3175975.4247065717,1505964.9458830156,542609.3526565131,288677.93591541314,0.0025200511757028582,374.1515151515151,491.38532110091745,1994.0,1214.0,1538.0,1559.0,83.0,1654.0
sumanth_Bobby,1711747800.0,1523.0,1523.0,46.0,508.0,261.0,109.0,1325970.3216771649,880841.7481388104,125435.42758651078,99720.1804455565,0.002151657414559676,246.34865900383141,350.39449541284404,1637.0,1599.0,1621.0,1350.0,39.0,1562.0
jyjy1229,1711747800.0,1385.0,1449.0,12.0,2706.0,38.0,31.0,461847.76456807833,391993.1346766832,87749.4864301499,81640.46560752092,0.0052750804835059945,491.3157894736842,502.0967741935484,1379.0,1300.0,1638.0,1480.0,-41.0,1344.0
AmiNuL72,1711747800.0,1258.0,1258.0,69.0,675.0,845.0,266.0,9285994.357130945,3259281.8810746837,933212.4783148407,400824.6961043818,0.005421836937532231,478.9230769230769,515.3082706766917,1399.0,1577.0,909.0,1278.0,-107.0,1151.0
Auroraa_,1711747800.0,1759.0,1950.0,38.0,545.0,380.0,259.0,8797194.667418169,6939620.184441556,1738378.5415893372,1450076.3204303903,0.0052750804835059945,733.3684210526316,820.1505791505791,1687.0,1636.0,1640.0,2049.0,192.0,1951.0
BadalArya,1711747800.0,1462.0,1615.0,82.0,712.0,1372.0,290.0,18503872.98605961,5908335.555665464,3728879.0597355645,1711894.1530821817,0.002151657414559676,506.07580174927114,696.9655172413793,1519.0,1284.0,1301.0,1444.0,214.0,1676.0
021028kiki,1711747800.0,1321.0,1321.0,54.0,521.0,332.0,163.0,4097193.1571563384,2302007.826459397,590683.904387028,415355.5078817206,0.002151657414559676,505.8072289156627,547.7116564417178,1390.0,1367.0,1446.0,984.0,102.0,1423.0
Ikigai,1711747800.0,1248.0,1564.0,173.0,2547.0,1022.0,20.0,17220762.411295176,295150.32566965267,3464782.029107611,62695.402436737866,0.01100856319659898,626.3639921722114,572.0,1233.0,1379.0,1016.0,1285.0,243.0,1491.0
tuzi233,1711747800.0,1632.0,1661.0,41.0,783.0,200.0,108.0,2483620.5925342576,1477505.9748802711,484336.2258491816,291933.12684784195,0.052637675768772235,488.5,528.1851851851852,1671.0,1721.0,1357.0,1766.0,143.0,1775.0
GalonTerbang,1711747800.0,1648.0,1648.0,11.0,155.0,27.0,27.0,228572.87597225964,228572.87597225964,17810.143134152157,17810.143134152157,0.002151657414559676,385.3333333333333,385.3333333333333,1861.0,1694.0,1562.0,1539.0,-2.0,1646.0
nasir_bashirov,1711747800.0,1466.0,1495.0,84.0,846.0,541.0,123.0,6100671.393456854,1847274.5894302072,1156615.8968628212,359080.8098850719,0.0022065917115393877,434.7393715341959,534.8130081300814,1550.0,1534.0,1490.0,1324.0,136.0,1602.0
Nyaan,1711747800.0,2719.0,2949.0,122.0,1797.0,288.0,18.0,4535026.157090181,232643.55620726905,707247.6049381281,34731.15525333466,0.0036738892848117116,561.2083333333334,525.4444444444445,2620.0,2803.0,2804.0,2652.0,71.0,2790.0
i3mr125,1711747800.0,1395.0,1395.0,38.0,1032.0,576.0,351.0,6086691.531515268,4235775.091083979,952448.4996206824,746488.547117526,0.005421836937532231,439.375,477.9344729344729,1515.0,1400.0,1352.0,1237.0,23.0,1418.0
The_Batman__,1711747800.0,1231.0,1403.0,76.0,1045.0,459.0,95.0,13624007.787325965,2866073.2375163888,4155424.2392288293,672602.6054866088,0.0032052599164108073,919.7625272331155,929.0,733.0,1544.0,1249.0,1315.0,74.0,1305.0
kayou81,1711747800.0,1660.0,1684.0,17.0,911.0,73.0,40.0,935416.4939566441,613361.5646833777,195940.62747341924,144438.9715742206,0.002151657414559676,498.90410958904107,575.0,1588.0,1828.0,1627.0,1783.0,18.0,1678.0
mostafasazid,1711747800.0,1423.0,1437.0,103.0,1154.0,1226.0,272.0,17513798.055389993,6114240.119932559,3584516.7219367386,1654918.8431870546,0.005421836937532231,544.047308319739,746.4852941176471,1381.0,1554.0,1542.0,1422.0,113.0,1536.0
jenusgarg,1711747800.0,1296.0,1367.0,11.0,413.0,55.0,50.0,1132798.7005563825,982621.2440240585,259379.87478819897,225517.50287438987,0.002151657414559676,709.4545454545455,688.0,1083.0,1427.0,1833.0,1218.0,176.0,1472.0
bezdarn0st,1711747800.0,1864.0,2000.0,93.0,1820.0,333.0,198.0,3710607.6363133946,2423411.9081011256,665844.0050764392,481154.14062818873,0.002151657414559676,439.3033033033033,476.90909090909093,1846.0,1990.0,2091.0,1692.0,-193.0,1671.0
silverbullet,1711747800.0,1476.0,1586.0,37.0,471.0,724.0,468.0,14192669.646448169,11068893.632946055,3571058.9324420295,3055900.0083825407,0.005421836937532231,670.5469613259669,770.3675213675214,1608.0,1366.0,1259.0,1531.0,161.0,1637.0
sparsh_16,1711747800.0,1549.0,1646.0,18.0,366.0,130.0,121.0,1204994.1450363696,1190400.778121121,199920.545236171,199920.545236171,0.013662172973388823,376.38461538461536,395.6280991735537,1258.0,1802.0,1870.0,1613.0,-74.0,1475.0
BurnerAce,1711747800.0,1335.0,1335.0,27.0,411.0,102.0,101.0,846855.7382503196,842541.8507923533,78046.55839744401,78046.55839744401,0.0024516358635026984,389.5098039215686,390.74257425742576,1623.0,1431.0,1310.0,1049.0,82.0,1417.0
Moonshine_sake,1711747800.0,1494.0,1604.0,52.0,401.0,555.0,340.0,5880663.177125643,4055927.76401818,1132809.0089816826,908421.8119401006,0.002151657414559676,426.36036036036035,459.52941176470586,1449.0,1575.0,1421.0,1731.0,132.0,1626.0
hitinbajaj,1711747800.0,1425.0,1451.0,49.0,796.0,681.0,281.0,10575024.884221544,5319617.70058034,2229588.690473812,1451675.948042432,0.002745647223584333,583.8105726872246,661.8327402135232,1503.0,1321.0,1368.0,1492.0,-73.0,1352.0
shashankindukuri14,1711747800.0,1493.0,1526.0,82.0,503.0,510.0,291.0,3786550.1056665517,2721139.3690677667,431727.6778544682,384011.60909786756,0.0022065917115393877,339.3529411764706,400.8144329896907,1742.0,1203.0,1389.0,1797.0,107.0,1600.0
VTloBong,1711747800.0,1648.0,1870.0,26.0,1591.0,182.0,135.0,4131221.3366052196,3129555.558317835,819449.7546193682,643997.1882553829,0.002151657414559676,735.5164835164835,748.2962962962963,1417.0,1290.0,2449.0,1812.0,264.0,1912.0
ShahdAbdelaziz,1711747800.0,1414.0,1458.0,21.0,271.0,403.0,403.0,3501794.695075832,3501794.695075832,466508.73186214874,466508.73186214874,0.002151657414559676,379.0521091811414,379.0521091811414,1357.0,1358.0,1548.0,1692.0,-199.0,1215.0
Yasin_Durra,1711747800.0,1252.0,1344.0,61.0,1117.0,620.0,313.0,9985771.055940162,5242850.675324364,1723722.8888607572,902545.4203214429,0.002151657414559676,610.5806451612904,627.2332268370607,1438.0,1064.0,1301.0,1368.0,-20.0,1232.0
Prajwalrayal,1711747800.0,1380.0,1507.0,56.0,815.0,742.0,90.0,9021970.680912051,1242652.053211503,1576313.4195236862,267820.6432171746,0.0025917087537488497,492.5067385444744,536.6666666666666,1356.0,1334.0,1205.0,1377.0,118.0,1498.0
naruto_hokage,1711747800.0,1298.0,1472.0,37.0,651.0,415.0,104.0,5335472.984412027,1563192.4261129145,819367.7918132442,256979.24808038483,0.03442651863295482,524.1686746987951,586.6153846153846,1103.0,1192.0,1264.0,1682.0,231.0,1529.0
Farhan_Nasif_Nizami,1711747800.0,1202.0,1404.0,111.0,1416.0,1184.0,132.0,18276401.626399454,2143994.6671230285,3199679.6050690073,395140.3439226566,0.0023237409773070945,596.3952702702703,616.939393939394,1259.0,1306.0,1301.0,984.0,108.0,1310.0
nbg_1609,1711747800.0,1426.0,1426.0,14.0,451.0,67.0,67.0,867611.2314385442,867611.2314385442,210129.29184257094,210129.29184257094,0.006085806194501846,499.3731343283582,499.3731343283582,1498.0,1537.0,1504.0,1188.0,88.0,1514.0
RahulKt,1711747800.0,1292.0,1362.0,30.0,849.0,96.0,49.0,1059880.0018825636,648413.3024439843,141923.4965157313,105759.47123146175,0.002151657414559676,473.625,536.5714285714286,1184.0,1601.0,1126.0,1265.0,76.0,1368.0
mralves,1711747800.0,1414.0,1414.0,51.0,797.0,347.0,206.0,4205315.769959311,2987214.044825666,851917.8400421401,706864.34218022,0.01839641212192808,480.23631123919307,542.7961165048544,1591.0,1406.0,1284.0,1401.0,21.0,1435.0
pkpawan,1711747800.0,1459.0,1549.0,305.0,1642.0,1240.0,74.0,14640508.823905714,864108.4465858917,2929395.323892716,195513.59562282887,0.0038091161436245385,467.61290322580646,459.9189189189189,1192.0,1692.0,1371.0,1678.0,-51.0,1408.0
k0patych1,1711747800.0,1269.0,1269.0,17.0,554.0,64.0,42.0,875428.8268974045,596382.0099497412,126829.09344639875,102522.8879066409,0.002263904014822803,535.6875,552.4285714285714,1410.0,1402.0,1081.0,1417.0,-88.0,1181.0
miniyahirpro,1711747800.0,1235.0,1330.0,21.0,363.0,234.0,234.0,5138105.151649836,5138105.151649836,1494664.8130886874,1494664.8130886874,0.013662172973388823,760.2991452991453,760.2991452991453,950.0,1609.0,1096.0,1449.0,239.0,1474.0
zhichenlin,1711747800.0,1391.0,1402.0,22.0,615.0,160.0,84.0,3237994.238052941,2079818.4848500097,458091.5695956898,291580.0844408114,0.002151657414559676,660.25,770.9047619047619,1358.0,1483.0,1339.0,1789.0,278.0,1669.0
Cegax,1711747800.0,2039.0,2169.0,76.0,1745.0,809.0,56.0,12540012.5735926,997296.3510749001,2776821.655053396,257710.2073710598,0.003007032652029301,563.9666254635353,627.0714285714286,2051.0,2221.0,1808.0,2070.0,-39.0,2000.0
UzuHa_NaruSuke,1711747800.0,1542.0,1629.0,61.0,774.0,744.0,349.0,8020565.197354403,5091772.229222384,1411257.4716016795,1235725.8063392104,0.002151657414559676,435.8225806451613,537.0830945558739,1281.0,2145.0,1334.0,1420.0,-37.0,1505.0
_masterak,1711747800.0,1269.0,1274.0,30.0,583.0,107.0,56.0,1224782.8401078475,681761.5689697217,125912.24117069079,94012.85621408603,0.002151657414559676,492.68224299065423,509.57142857142856,1254.0,1478.0,1287.0,1320.0,121.0,1390.0
Im70tep,1711747800.0,1712.0,1732.0,74.0,1042.0,134.0,47.0,1232997.1079504255,474350.87253074144,174132.96981826657,65788.24627065087,0.002151657414559676,401.43283582089555,434.8085106382979,2117.0,1475.0,1848.0,1442.0,-149.0,1563.0
Gassa,1711747800.0,2304.0,2581.0,361.0,5173.0,1208.0,58.0,13804982.134159256,704439.4541360016,2320825.7246861714,135150.47414207557,0.002151657414559676,463.4668874172185,485.6551724137931,1938.0,2453.0,2816.0,2368.0,70.0,2374.0
liupengsay,1711747800.0,1928.0,2026.0,38.0,532.0,1120.0,574.0,15390935.479569435,7827877.316514141,2964638.8874415266,1664348.081025535,0.009309680944792325,532.4464285714286,520.2578397212543,1724.0,1906.0,2104.0,2267.0,1.0,1929.0
sabyr,1711747800.0,1499.0,1571.0,124.0,1684.0,1029.0,122.0,9176636.021076275,1241631.780598641,1287726.9711429586,212597.70438241953,0.005421836937532231,373.9834791059281,419.0327868852459,1478.0,1581.0,1355.0,1379.0,-17.0,1482.0
heavenly_principles,1711747800.0,1294.0,1434.0,10.0,104.0,32.0,32.0,453333.66947913845,453333.66947913845,91200.76608100305,91200.76608100305,0.002151657414559676,556.0,556.0,949.0,1334.0,1446.0,1484.0,141.0,1435.0
CaniBeCandidateMaster,1711747800.0,1309.0,1356.0,71.0,1636.0,492.0,67.0,7571862.483607227,823561.6869754075,1508392.7399617506,152318.2222517084,0.003952847075210474,582.0569105691056,501.44776119402985,1216.0,1292.0,1485.0,1328.0,-62.0,1247.0
Shakil17,1711747800.0,1803.0,2005.0,150.0,1465.0,643.0,55.0,10195541.928676656,776014.3692297762,2174166.648426595,187485.90827206097,0.002151657414559676,579.2706065318818,533.3636363636364,1923.0,1961.0,1514.0,1548.0,105.0,1908.0
YudoTLE,1711747800.0,1638.0,1703.0,88.0,1684.0,396.0,116.0,4604963.746715036,1651350.3163188272,821943.1239927064,344329.9803398332,0.002151657414559676,466.2929292929293,537.0,1707.0,1765.0,1724.0,1047.0,102.0,1740.0
prash_062,1711747800.0,1392.0,1488.0,50.0,629.0,174.0,95.0,1507137.574558125,820471.9044497559,157099.5522608217,87718.5654862198,0.002151657414559676,394.7816091954023,393.2631578947368,1236.0,1312.0,1911.0,1449.0,-152.0,1240.0
tushar-c23,1711747800.0,1328.0,1328.0,27.0,775.0,147.0,53.0,2166041.5389455976,882673.2758238778,472016.6729531205,195644.15992589248,0.003426265279292768,567.2380952380952,624.8301886792453,1364.0,1508.0,1252.0,1303.0,97.0,1425.0
ankurbohra,1711747800.0,1252.0,1277.0,22.0,1038.0,58.0,18.0,550385.8884723502,238547.30847774263,47922.81979742686,39823.99739863058,0.0036738892848117116,434.2068965517241,536.8888888888889,1303.0,1109.0,1724.0,1266.0,171.0,1423.0
3ssa,1711747800.0,1309.0,1309.0,56.0,526.0,268.0,223.0,2955342.6262538843,2625489.057222565,343633.98164860427,325024.8875630521,0.002151657414559676,468.6119402985075,489.6547085201794,1357.0,1278.0,1451.0,1358.0,-198.0,1111.0
gaz-b,1711747800.0,1263.0,1286.0,31.0,779.0,113.0,70.0,1629558.3515557442,1258073.6040793867,330614.8465434209,311286.1564330184,0.005421836937532231,564.433628318584,658.4285714285714,1443.0,1221.0,1125.0,1251.0,49.0,1312.0
iamch15542,1711747800.0,1386.0,1417.0,15.0,1070.0,64.0,54.0,811419.6139402532,717046.3218597164,147703.62914006627,129759.14537932466,0.0032052599164108073,499.9375,517.7037037037037,1491.0,1498.0,1125.0,1268.0,164.0,1550.0
ZeNin__Toji,1711747800.0,1403.0,1403.0,13.0,449.0,54.0,48.0,652864.9563007122,631568.0386126583,152838.3413631389,152838.3413631389,0.0025200511757028582,476.6296296296296,507.4166666666667,1448.0,1376.0,1404.0,1661.0,-21.0,1382.0
Anshu_240,1711747800.0,1291.0,1291.0,32.0,615.0,286.0,1.0,2598797.396849176,15028.856543330234,200759.49695369252,1298.13674164165,0.005524271728019902,419.13986013986016,609.0,1363.0,1558.0,1014.0,1315.0,-39.0,1252.0
yarengkm,1711747800.0,1265.0,1268.0,21.0,634.0,178.0,178.0,2883684.8008307507,2883684.8008307507,484397.4283969601,484397.4283969601,0.009309680944792325,603.5393258426966,603.5393258426966,1256.0,1430.0,1388.0,1282.0,110.0,1375.0
VivekRayudu,1711747800.0,1243.0,1300.0,20.0,394.0,127.0,18.0,1363082.2427936275,170490.73597363004,156048.04309122844,7617.76883308967,0.0025917087537488497,469.59842519685037,440.3333333333333,1207.0,1276.0,1251.0,1217.0,20.0,1263.0
cpchenpi,1711747800.0,2341.0,2341.0,41.0,549.0,568.0,346.0,10734832.412668718,7455040.1897715805,2777561.7789799245,2098124.0925219255,0.052637675768772235,669.2112676056338,738.4797687861271,2440.0,2524.0,2245.0,2281.0,-10.0,2331.0
Fangio,1711747800.0,1467.0,1541.0,32.0,447.0,137.0,113.0,1619606.029392019,1444472.4214738118,360536.0718601956,348694.1094857274,0.0025917087537488497,460.73722627737226,485.21238938053096,1296.0,1473.0,1766.0,1418.0,61.0,1528.0
suprend,1711747800.0,1680.0,1758.0,33.0,530.0,300.0,228.0,4125738.322915975,3349413.242370579,593211.7170362389,535262.93721599,0.005421836937532231,546.0,569.1228070175439,1446.0,2352.0,1644.0,1625.0,34.0,1714.0
swnazzy,1711747800.0,1207.0,1277.0,12.0,248.0,86.0,86.0,1870374.7920344227,1870374.7920344227,524685.5721513025,524685.5721513025,0.0038091161436245385,758.1162790697674,758.1162790697674,1138.0,1119.0,1237.0,1379.0,51.0,1258.0
qqcly,1711747800.0,1203.0,1360.0,25.0,308.0,121.0,118.0,2679118.938667998,2655388.4317834,626426.8665396745,626426.8665396745,0.002151657414559676,745.7603305785124,754.6271186440678,996.0,1026.0,1336.0,1432.0,114.0,1317.0
epsa_StaCKOverfLow,1711747800.0,1201.0,1285.0,74.0,678.0,430.0,149.0,5272549.254203463,2054050.283304682,599337.3098197419,290558.77107356617,0.002151657414559676,518.3023255813954,560.0738255033557,1090.0,1319.0,1028.0,1320.0,22.0,1223.0
zjyu198,1711747800.0,1241.0,1330.0,40.0,451.0,147.0,109.0,1987352.8137291914,1595899.1116107095,347626.36964323383,310529.9320175384,0.002151657414559676,544.0340136054422,573.6788990825688,974.0,1372.0,1439.0,1245.0,116.0,1357.0
Un_sung,1711747800.0,1319.0,1478.0,82.0,663.0,645.0,229.0,9837753.149811119,4049715.7652016873,1900471.3656608188,1033093.146808114,0.005421836937532231,590.3023255813954,646.0655021834061,1307.0,1269.0,1218.0,1283.0,81.0,1400.0
shriram0558,1711747800.0,1403.0,1474.0,50.0,746.0,393.0,127.0,3683458.7063018866,1724662.4032328657,481554.88827811985,308726.29923995654,0.002151657414559676,412.2671755725191,537.1574803149606,1214.0,1442.0,1522.0,1419.0,43.0,1446.0
MnTm,1711747800.0,2006.0,2206.0,173.0,1630.0,779.0,165.0,13725574.693764403,3934662.9537362014,3308996.322326987,1230006.2857543388,0.002151657414559676,631.0988446726573,802.4848484848485,1910.0,1792.0,2273.0,1658.0,117.0,2123.0
Mendeke,1711747800.0,1369.0,1469.0,44.0,559.0,605.0,370.0,9043505.082039677,7460135.990025829,1851249.60335979,1747719.1036375961,0.013662172973388823,561.9090909090909,704.2432432432432,1279.0,1189.0,1481.0,1531.0,175.0,1544.0
OnYour_Side,1711747800.0,1405.0,1422.0,27.0,262.0,186.0,184.0,2530087.311478283,2519513.814938579,540582.8290722121,540582.8290722121,0.0036738892848117116,522.4193548387096,524.8913043478261,1354.0,1563.0,1471.0,1370.0,51.0,1456.0
Sh1va,1711747800.0,1413.0,1413.0,38.0,1091.0,764.0,129.0,9471737.44815565,2533970.915966015,1800794.8765102609,650445.3028499305,0.003007032652029301,484.77486910994764,700.953488372093,1461.0,1802.0,1310.0,1576.0,37.0,1450.0
Al.ctrl,1711747800.0,1309.0,1616.0,119.0,2552.0,618.0,12.0,13310301.677631943,224671.1048125677,3562295.2587936562,37342.2297922214,0.0025200511757028582,733.8802588996764,657.6666666666666,1150.0,1488.0,1230.0,1347.0,72.0,1381.0
Hikariz,1711747800.0,1333.0,1518.0,15.0,578.0,108.0,51.0,1316330.8848131876,772011.421047421,231813.02292321943,169170.72217447805,0.0025200511757028582,498.48148148148147,578.7647058823529,1123.0,1289.0,1210.0,2001.0,111.0,1444.0
iceycola,1711747800.0,1764.0,1764.0,10.0,276.0,55.0,46.0,940917.6275703837,713991.7068410784,183122.65541717116,114378.15886822043,0.002151657414559676,608.7272727272727,562.0869565217391,1905.0,1999.0,1554.0,1730.0,-30.0,1734.0
Antila,1711747800.0,1660.0,1666.0,101.0,838.0,357.0,142.0,2854815.1453424604,1529969.2773177454,351322.2232175668,239769.45611863988,0.005421836937532231,355.6862745098039,447.0422535211268,1642.0,1834.0,1772.0,1457.0,-26.0,1634.0
Murinh0,1711747800.0,1762.0,1762.0,97.0,1812.0,1076.0,303.0,11590084.67118694,4186235.0737765147,1857069.6872270643,851205.5076884935,0.04635605374991679,440.7881040892193,529.4191419141914,1780.0,1930.0,1698.0,1629.0,30.0,1792.0
MohammedAyadAlhajji,1711747800.0,1233.0,1339.0,31.0,290.0,647.0,524.0,10270964.592927566,9003831.829752803,1864482.9137119222,1757952.5949321215,0.08674939100051568,608.885625965997,643.5267175572519,1110.0,1298.0,1311.0,1128.0,122.0,1355.0
khushisingh4218,1711747800.0,1437.0,1437.0,71.0,831.0,499.0,118.0,4267054.874702246,1620877.648768351,596615.0415096909,363429.32144163444,0.006403287523346616,378.6312625250501,527.4067796610169,1566.0,1454.0,1398.0,1567.0,-32.0,1405.0
linear_coder,1711747800.0,1576.0,1587.0,24.0,1069.0,76.0,21.0,433933.5240606601,119366.79055645241,59495.35511376919,12984.161091668675,0.002151657414559676,249.0,252.57142857142858,1543.0,1851.0,1808.0,1408.0,31.0,1607.0
Savan_Odiya,1711747800.0,1436.0,1563.0,53.0,756.0,284.0,122.0,2781060.837907699,1659447.5906190765,500508.5692079661,366413.70958151424,0.005421836937532231,412.59154929577466,525.4754098360655,1199.0,1578.0,1575.0,1224.0,81.0,1517.0
_Masum_Billah,1711747800.0,1435.0,1482.0,78.0,745.0,620.0,166.0,4671623.080664699,1990056.075937213,611306.1336780393,396015.04124271474,0.0032052599164108073,346.2903225806452,477.04819277108436,1294.0,1629.0,1487.0,1391.0,202.0,1637.0
Singh_Rajan41,1711747800.0,1344.0,1435.0,70.0,803.0,902.0,448.0,13421797.42670278,8410120.792803781,2591511.273988178,1856641.9113690874,0.0023237409773070945,573.7383592017738,680.7767857142857,1455.0,1319.0,1153.0,1464.0,30.0,1374.0
gaurav_accepted,1711747800.0,1610.0,1636.0,34.0,482.0,490.0,231.0,8568895.33025203,4961209.850311267,2037074.2414651879,1410241.6100401285,0.002151657414559676,634.8979591836735,736.7532467532468,1559.0,1873.0,1518.0,1389.0,-2.0,1608.0
Doru,1711747800.0,2135.0,2135.0,115.0,1625.0,256.0,2.0,2517953.378301264,55417.60663817274,320793.0865028389,17614.228765048007,0.0036738892848117116,416.5625,915.0,2510.0,2142.0,2134.0,1538.0,-54.0,2081.0
Shinchan_Thakur,1711747800.0,1203.0,1546.0,47.0,1700.0,1669.0,235.0,21726891.730441038,2315816.683573047,2394612.080908674,113381.88386163296,0.21859476757422114,540.6189334931097,452.74468085106383,1089.0,1271.0,1171.0,1272.0,115.0,1318.0
ASHWANTH_K,1711747800.0,2134.0,2230.0,79.0,609.0,728.0,307.0,10953462.922387209,5535274.0094768135,2408497.2419769797,1322849.639375854,0.002151657414559676,565.4505494505495,649.0618892508144,1846.0,2392.0,2107.0,2568.0,-8.0,2126.0
aashishraghav627,1711747800.0,1613.0,1748.0,48.0,376.0,756.0,519.0,14181227.718764363,11575820.440509142,3488960.762465868,3273184.7843372687,0.01839641212192808,671.2592592592592,760.9884393063584,1574.0,1467.0,1859.0,1790.0,156.0,1769.0
franchu,1711747800.0,1597.0,1874.0,68.0,1837.0,545.0,166.0,8329165.358813135,2872419.153425738,1692566.5774679203,556133.8019995199,0.002151657414559676,514.9266055045872,569.2650602409639,1849.0,1339.0,1202.0,1577.0,176.0,1773.0
Maximus11,1711747800.0,1670.0,1759.0,43.0,452.0,430.0,245.0,6551676.369251517,4964696.115308288,1375903.980323769,1226658.699660305,0.005421836937532231,570.0,712.8571428571429,1616.0,1685.0,1650.0,1531.0,53.0,1723.0
9inai,1711747800.0,1280.0,1365.0,29.0,2243.0,395.0,356.0,5512191.192158631,5156993.454249931,1130315.4271727472,1119682.3393966097,0.15728711116824315,549.367088607595,562.4157303370787,1175.0,1240.0,1364.0,1266.0,-17.0,1263.0
